provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;92;5;6;28092005_6_48;2022;10;2;0.9;V;0.7;V;0.7;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.5;V
28;92;5;7;28092005_7_8;2022;10;2;35;V;3;V;1;V;1;V;1;V;1;V;3;V;5;V;4;V;4;V;3;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;92;5;8;28092005_8_8;2022;10;2;98;V;75;V;50;V;45;V;32;V;28;V;33;V;33;V;22;V;17;V;14;V;13;V;11;V;7;V;7;V;8;V;12;V;30;V;69;V;89;V;58;V;40;V;38;V;31;V
28;92;5;10;28092005_10_49;2022;10;2;54;V;48;V;25;V;18;V;16;V;14;V;14;V;13;V;9;V;6;V;3;V;4;V;3;V;3;V;5;V;6;V;5;V;11;V;15;V;15;V;18;V;10;V;12;V;10;V
28;92;5;12;28092005_12_8;2022;10;2;151;V;79;V;52;V;47;V;34;V;30;V;37;V;41;V;28;V;23;V;19;V;16;V;14;V;9;V;9;V;10;V;14;V;32;V;71;V;91;V;60;V;42;V;40;V;33;V
28;92;5;14;28092005_14_6;2022;10;2;3;V;13;V;27;V;27;V;37;V;39;V;31;V;31;V;47;V;60;V;73;V;79;V;90;V;100;V;105;V;108;V;101;V;79;V;49;V;30;V;47;V;60;V;54;V;57;V
28;102;1;1;28102001_1_38;2022;10;3;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;2;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V
28;102;1;6;28102001_6_48;2022;10;3;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;;N;;N;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
28;102;1;7;28102001_7_8;2022;10;3;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;;N;;N;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;1;V;1;V
28;102;1;8;28102001_8_8;2022;10;3;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;;N;;N;3;V;3;V;8;V;10;V;18;V;34;V;36;V;31;V;26;V;20;V;20;V
28;102;1;10;28102001_10_49;2022;10;3;5;V;4;V;4;V;3;V;4;V;7;V;8;V;8;V;9;V;11;V;10;V;15;V;27;V;36;V;30;V;32;V;39;V;37;V;31;V;28;V;21;V;20;V;22;V;23;V
28;102;1;12;28102001_12_8;2022;10;3;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;;N;;N;5;V;5;V;10;V;12;V;20;V;37;V;39;V;34;V;28;V;22;V;22;V
28;102;1;14;28102001_14_6;2022;10;3;86;V;83;V;86;V;84;V;86;V;83;V;81;V;80;V;79;V;;N;;N;95;V;95;V;97;V;98;V;104;V;102;V;85;V;69;V;63;V;68;V;72;V;69;V;67;V
28;120;1;7;28120001_7_8;2022;10;3;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;120;1;8;28120001_8_8;2022;10;3;3;V;3;V;3;V;2;V;3;V;3;V;3;V;2;V;2;V;1;V;1;V;1;V;1;V;2;V;3;V;2;V;3;V;5;V;5;V;4;V;4;V;4;V;5;V;6;V
28;120;1;9;28120001_9_49;2022;10;3;2;V;5;V;7;V;9;V;11;V;12;V;14;V;13;V;15;V;16;V;13;V;12;V;15;V;21;V;18;V;14;V;10;V;10;V;9;V;9;V;8;V;11;V;8;V;6;V
28;120;1;10;28120001_10_49;2022;10;3;11;V;16;V;20;V;24;V;28;V;26;V;25;V;28;V;32;V;33;V;32;V;34;V;38;V;39;V;35;V;29;V;20;V;17;V;20;V;21;V;20;V;17;V;14;V;13;V
28;120;1;12;28120001_12_8;2022;10;3;5;V;5;V;5;V;4;V;5;V;5;V;5;V;4;V;4;V;3;V;3;V;3;V;3;V;4;V;5;V;4;V;5;V;7;V;7;V;6;V;6;V;6;V;7;V;8;V
28;120;1;14;28120001_14_6;2022;10;3;91;V;87;V;86;V;86;V;84;V;85;V;83;V;79;V;85;V;98;V;96;V;92;V;96;V;107;V;113;V;114;V;113;V;106;V;103;V;98;V;102;V;108;V;104;V;99;V
28;123;2;7;28123002_7_8;2022;10;3;2;V;1;V;1;V;1;V;4;V;16;V;61;V;40;V;32;V;24;V;14;V;4;V;6;V;7;V;6;V;9;V;12;V;67;V;146;V;75;V;43;V;36;V;9;V;13;V
28;123;2;8;28123002_8_8;2022;10;3;20;V;21;V;18;V;21;V;30;V;51;V;68;V;57;V;51;V;45;V;40;V;22;V;28;V;35;V;36;V;53;V;72;V;120;V;126;V;105;V;97;V;92;V;72;V;71;V
28;123;2;10;28123002_10_49;2022;10;3;17;V;16;V;13;V;12;V;8;V;8;V;11;V;15;V;20;V;25;V;25;V;22;V;21;V;24;V;31;V;34;V;33;V;32;V;44;V;48;V;38;V;35;V;37;V;35;V
28;123;2;12;28123002_12_8;2022;10;3;22;V;23;V;20;V;23;V;36;V;74;V;161;V;118;V;99;V;82;V;62;V;28;V;37;V;45;V;45;V;67;V;90;V;222;V;349;V;220;V;163;V;147;V;85;V;91;V
28;123;2;14;28123002_14_6;2022;10;3;49;V;42;V;41;V;38;V;28;V;13;V;3;V;9;V;20;V;33;V;43;V;75;V;74;V;67;V;69;V;64;V;52;V;15;V;4;V;4;V;3;V;3;V;5;V;3;V
28;13;2;7;28013002_7_8;2022;10;3;2;V;2;V;2;V;2;V;3;V;4;V;19;V;14;V;8;V;5;V;4;V;2;V;2;V;2;V;2;V;2;V;3;V;9;V;17;V;12;V;6;V;7;V;2;V;2;V
28;13;2;8;28013002_8_8;2022;10;3;9;V;10;V;11;V;13;V;16;V;19;V;30;V;24;V;16;V;12;V;10;V;6;V;4;V;6;V;8;V;11;V;28;V;75;V;90;V;74;V;41;V;54;V;30;V;17;V
28;13;2;10;28013002_10_49;2022;10;3;24;V;31;V;28;V;33;V;29;V;34;V;33;V;44;V;43;V;30;V;31;V;24;V;20;V;15;V;18;V;21;V;24;V;30;V;45;V;54;V;63;V;69;V;61;V;58;V
28;13;2;12;28013002_12_8;2022;10;3;12;V;13;V;14;V;16;V;21;V;25;V;59;V;45;V;28;V;19;V;15;V;9;V;7;V;9;V;11;V;14;V;33;V;89;V;116;V;92;V;51;V;64;V;33;V;20;V
28;13;2;14;28013002_14_6;2022;10;3;38;V;32;V;29;V;26;V;23;V;20;V;12;V;21;V;40;V;55;V;69;V;89;V;95;V;99;V;104;V;106;V;90;V;43;V;19;V;24;V;48;V;21;V;29;V;34;V
28;133;2;7;28133002_7_8;2022;10;3;1;V;1;V;1;V;1;V;1;V;1;V;3;V;2;V;3;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;133;2;8;28133002_8_8;2022;10;3;6;V;5;V;6;V;5;V;8;V;11;V;22;V;18;V;16;V;9;V;6;V;7;V;5;V;4;V;5;V;5;V;9;V;8;V;6;V;9;V;4;V;4;V;3;V;3;V
28;133;2;10;28133002_10_49;2022;10;3;11;V;14;V;11;V;10;V;9;V;8;V;8;V;13;V;16;V;18;V;18;V;14;V;15;V;14;V;11;V;6;V;8;V;10;V;13;V;18;V;20;V;21;V;23;V;22;V
28;133;2;12;28133002_12_8;2022;10;3;8;V;7;V;8;V;7;V;10;V;13;V;27;V;21;V;20;V;12;V;8;V;9;V;7;V;6;V;7;V;7;V;11;V;10;V;8;V;11;V;6;V;6;V;5;V;5;V
28;133;2;14;28133002_14_6;2022;10;3;77;V;76;V;74;V;70;V;63;V;62;V;50;V;55;V;53;V;73;V;91;V;96;V;102;V;108;V;106;V;103;V;96;V;94;V;88;V;91;V;98;V;97;V;95;V;95;V
28;14;2;7;28014002_7_8;2022;10;3;12;V;11;V;11;V;10;V;12;V;22;V;51;V;57;V;38;V;43;V;26;V;16;V;12;V;9;V;8;V;9;V;9;V;10;V;13;V;11;V;11;V;11;V;13;V;13;V
28;14;2;8;28014002_8_8;2022;10;3;35;V;32;V;30;V;28;V;36;V;44;V;52;V;49;V;44;V;53;V;46;V;33;V;24;V;20;V;19;V;28;V;38;V;69;V;81;V;69;V;59;V;39;V;47;V;39;V
28;14;2;10;28014002_10_49;2022;10;3;19;V;16;V;16;V;18;V;17;V;14;V;32;V;55;V;47;V;39;V;39;V;33;V;28;V;25;V;32;V;45;V;47;V;42;V;45;V;41;V;36;V;33;V;39;V;37;V
28;14;2;12;28014002_12_8;2022;10;3;53;V;49;V;47;V;43;V;54;V;77;V;130;V;137;V;102;V;120;V;86;V;58;V;42;V;33;V;31;V;42;V;51;V;83;V;100;V;86;V;76;V;56;V;66;V;59;V
28;14;2;14;28014002_14_8;2022;10;3;23;V;22;V;21;V;20;V;10;V;1;V;1;V;5;V;16;V;21;V;39;V;64;V;75;V;83;V;86;V;76;V;69;V;41;V;17;V;18;V;16;V;35;V;20;V;24;V
28;14;2;14;28014002_14_6;2022;10;3;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;148;4;7;28148004_7_8;2022;10;3;2;V;2;V;2;V;2;V;4;V;12;V;22;V;33;V;34;V;18;V;15;V;8;V;4;V;6;V;6;V;5;V;7;V;22;V;62;V;109;V;110;V;41;V;12;V;7;V
28;148;4;8;28148004_8_8;2022;10;3;26;V;17;V;23;V;21;V;39;V;51;V;51;V;53;V;50;V;39;V;39;V;26;V;21;V;25;V;34;V;38;V;63;V;108;V;122;V;119;V;112;V;86;V;71;V;57;V
28;148;4;9;28148004_9_49;2022;10;3;1;V;3;V;5;V;6;V;4;V;5;V;4;V;10;V;12;V;8;V;6;V;6;V;4;V;4;V;5;V;7;V;9;V;10;V;12;V;14;V;12;V;15;V;20;V;;N
28;148;4;10;28148004_10_49;2022;10;3;9;V;9;V;10;V;7;V;9;V;7;V;6;V;12;V;16;V;20;V;23;V;28;V;25;V;25;V;30;V;35;V;37;V;42;V;45;V;46;V;47;V;48;V;47;V;41;V
28;148;4;12;28148004_12_8;2022;10;3;29;V;20;V;26;V;24;V;45;V;69;V;84;V;104;V;102;V;67;V;61;V;38;V;28;V;34;V;42;V;45;V;74;V;142;V;216;V;287;V;281;V;149;V;88;V;67;V
28;148;4;14;28148004_14_6;2022;10;3;31;V;35;V;31;V;28;V;14;V;6;V;6;V;12;V;20;V;33;V;43;V;73;V;86;V;80;V;73;V;69;V;49;V;13;V;4;V;6;V;6;V;5;V;5;V;9;V
28;16;1;1;28016001_1_38;2022;10;3;1;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;16;1;6;28016001_6_48;2022;10;3;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V
28;16;1;7;28016001_7_8;2022;10;3;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;16;1;8;28016001_8_8;2022;10;3;5;V;4;V;4;V;3;V;3;V;4;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;5;V;7;V;7;V;5;V;4;V;4;V;4;V;4;V
28;16;1;9;28016001_9_49;2022;10;3;3;V;3;V;3;V;2;V;2;V;2;V;2;V;4;V;4;V;3;V;3;V;2;V;4;V;10;V;10;V;10;V;12;V;11;V;10;V;9;V;9;V;9;V;9;V;8;V
28;16;1;10;28016001_10_49;2022;10;3;4;V;3;V;3;V;3;V;4;V;4;V;5;V;6;V;7;V;7;V;7;V;8;V;10;V;13;V;16;V;18;V;21;V;21;V;20;V;21;V;20;V;18;V;18;V;17;V
28;16;1;12;28016001_12_8;2022;10;3;7;V;6;V;6;V;5;V;5;V;6;V;6;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;7;V;9;V;9;V;7;V;6;V;6;V;6;V;6;V
28;16;1;14;28016001_14_6;2022;10;3;90;V;93;V;93;V;97;V;97;V;92;V;90;V;93;V;93;V;96;V;97;V;97;V;99;V;100;V;103;V;104;V;106;V;103;V;104;V;99;V;99;V;95;V;92;V;94;V
28;16;1;20;28016001_20_59;2022;10;3;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;16;1;30;28016001_30_59;2022;10;3;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;16;1;42;28016001_42_2;2022;10;3;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V
28;16;1;44;28016001_44_2;2022;10;3;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;16;1;431;28016001_431_59;2022;10;3;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;161;1;7;28161001_7_8;2022;10;3;9;V;9;V;5;V;12;V;11;V;15;V;38;V;34;V;22;V;18;V;6;V;3;V;1;V;3;V;3;V;2;V;2;V;4;V;3;V;1;V;2;V;1;V;2;V;2;V
28;161;1;8;28161001_8_8;2022;10;3;69;V;62;V;53;V;48;V;53;V;57;V;67;V;65;V;55;V;53;V;35;V;23;V;16;V;19;V;26;V;23;V;20;V;33;V;44;V;23;V;17;V;22;V;44;V;27;V
28;161;1;9;28161001_9_49;2022;10;3;15;V;14;V;14;V;14;V;13;V;12;V;11;V;12;V;13;V;10;V;13;V;11;V;10;V;9;V;8;V;8;V;9;V;8;V;12;V;13;V;14;V;12;V;13;V;16;V
28;161;1;12;28161001_12_8;2022;10;3;83;V;75;V;61;V;66;V;69;V;80;V;125;V;118;V;88;V;80;V;44;V;27;V;18;V;24;V;30;V;26;V;22;V;39;V;48;V;25;V;20;V;24;V;47;V;29;V
28;161;1;14;28161001_14_6;2022;10;3;2;V;1;V;5;V;4;V;4;V;4;V;3;V;12;V;26;V;40;V;63;V;84;V;94;V;91;V;86;V;94;V;96;V;70;V;42;V;75;V;84;V;62;V;18;V;30;V
28;171;1;1;28171001_1_38;2022;10;3;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;171;1;6;28171001_6_48;2022;10;3;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;171;1;7;28171001_7_8;2022;10;3;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;171;1;8;28171001_8_8;2022;10;3;4;V;4;V;3;V;3;V;3;V;4;V;4;V;5;V;4;V;3;V;3;V;3;V;3;V;2;V;2;V;2;V;3;V;3;V;6;V;4;V;4;V;3;V;3;V;4;V
28;171;1;9;28171001_9_49;2022;10;3;10;V;11;V;9;V;8;V;6;V;7;V;8;V;7;V;3;V;1;V;1;V;1;V;3;V;5;V;9;V;13;V;17;V;24;V;25;V;22;V;17;V;16;V;15;V;15;V
28;171;1;10;28171001_10_49;2022;10;3;6;V;7;V;7;V;9;V;6;V;6;V;6;V;7;V;8;V;9;V;9;V;8;V;6;V;10;V;12;V;15;V;25;V;36;V;30;V;22;V;19;V;19;V;18;V;18;V
28;171;1;12;28171001_12_8;2022;10;3;6;V;6;V;5;V;5;V;5;V;6;V;6;V;7;V;6;V;5;V;5;V;5;V;5;V;4;V;4;V;4;V;5;V;5;V;8;V;6;V;6;V;5;V;5;V;6;V
28;171;1;14;28171001_14_6;2022;10;3;81;V;76;V;72;V;67;V;66;V;64;V;61;V;58;V;62;V;76;V;88;V;98;V;109;V;112;V;110;V;110;V;105;V;97;V;80;V;82;V;76;V;75;V;70;V;64;V
28;180;1;7;28180001_7_8;2022;10;3;1;V;1;V;1;V;1;V;1;V;17;V;31;V;24;V;;N;2;V;2;V;1;V;1;V;2;V;1;V;1;V;1;V;3;V;6;V;7;V;5;V;2;V;1;V;1;V
28;180;1;8;28180001_8_8;2022;10;3;10;V;6;V;4;V;8;V;15;V;43;V;64;V;46;V;;N;10;V;7;V;4;V;6;V;8;V;6;V;8;V;14;V;36;V;68;V;70;V;51;V;56;V;20;V;17;V
28;180;1;9;28180001_9_49;2022;10;3;10;V;11;V;9;V;7;V;10;V;11;V;31;V;46;V;47;V;36;V;27;V;19;V;13;V;17;V;23;V;36;V;31;V;37;V;37;V;34;V;30;V;35;V;36;V;35;V
28;180;1;12;28180001_12_8;2022;10;3;12;V;8;V;6;V;10;V;17;V;70;V;112;V;82;V;;N;13;V;10;V;6;V;9;V;11;V;8;V;10;V;16;V;41;V;77;V;81;V;58;V;58;V;22;V;19;V
28;180;1;14;28180001_14_6;2022;10;3;71;V;78;V;78;V;66;V;57;V;27;V;14;V;;N;;N;76;V;92;V;100;V;101;V;102;V;105;V;107;V;101;V;74;V;42;V;39;V;50;V;29;V;64;V;66;V
28;45;2;6;28045002_6_48;2022;10;3;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.6;V;0.7;V;0.7;V;1.5;V;0.6;V;0.6;V;0.7;V;;N;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.7;V;0.7;V;0.6;V;1;V;0.7;V;0.8;V
28;45;2;7;28045002_7_8;2022;10;3;1;V;1;V;1;V;1;V;5;V;36;V;51;V;65;V;30;V;9;V;7;V;6;V;;N;;N;4;V;3;V;2;V;2;V;3;V;10;V;3;V;4;V;1;V;1;V
28;45;2;8;28045002_8_8;2022;10;3;9;V;10;V;10;V;11;V;27;V;83;V;94;V;87;V;57;V;30;V;24;V;21;V;;N;;N;19;V;20;V;22;V;28;V;37;V;52;V;20;V;30;V;16;V;12;V
28;45;2;10;28045002_10_49;2022;10;3;9;V;5;V;8;V;6;V;9;V;15;V;23;V;27;V;28;V;27;V;22;V;20;V;11;V;12;V;31;V;39;V;30;V;25;V;20;V;24;V;29;V;30;V;33;V;36;V
28;45;2;12;28045002_12_8;2022;10;3;11;V;12;V;12;V;14;V;34;V;138;V;172;V;186;V;103;V;44;V;35;V;29;V;14;V;;N;25;V;25;V;24;V;30;V;42;V;67;V;24;V;35;V;18;V;14;V
28;45;2;14;28045002_14_6;2022;10;3;94;V;84;V;83;V;86;V;68;V;20;V;14;V;29;V;59;V;72;V;77;V;88;V;103;V;109;V;106;V;107;V;107;V;94;V;77;V;61;V;93;V;72;V;81;V;85;V
28;47;2;1;28047002_1_38;2022;10;3;2;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;4;V;2;V;2;V;2;V;2;V;2;V
28;47;2;7;28047002_7_8;2022;10;3;1;V;1;V;1;V;5;V;28;V;67;V;130;V;134;V;91;V;20;V;8;V;4;V;3;V;4;V;2;V;2;V;5;V;6;V;86;V;17;V;1;V;1;V;1;V;1;V
28;47;2;8;28047002_8_8;2022;10;3;39;V;35;V;33;V;39;V;57;V;66;V;79;V;79;V;72;V;47;V;35;V;25;V;15;V;19;V;16;V;19;V;33;V;57;V;121;V;62;V;22;V;41;V;25;V;16;V
28;47;2;9;28047002_9_49;2022;10;3;6;V;3;V;3;V;5;V;5;V;6;V;6;V;8;V;8;V;10;V;12;V;11;V;9;V;6;V;3;V;1;V;4;V;6;V;7;V;11;V;12;V;11;V;11;V;9;V
28;47;2;12;28047002_12_8;2022;10;3;41;V;37;V;36;V;47;V;100;V;169;V;278;V;285;V;212;V;77;V;46;V;32;V;20;V;26;V;19;V;22;V;40;V;67;V;252;V;89;V;24;V;43;V;27;V;18;V
28;47;2;14;28047002_14_6;2022;10;3;22;V;18;V;17;V;14;V;4;V;1;V;2;V;4;V;7;V;41;V;63;V;78;V;98;V;99;V;105;V;104;V;83;V;55;V;4;V;39;V;83;V;57;V;75;V;83;V
28;47;2;20;28047002_20_59;2022;10;3;2.7;V;2.4;V;2.4;V;1.9;V;2.3;V;1.9;V;2.3;V;4.2;V;3.5;V;4.1;V;1.8;V;1.1;V;1.1;V;0.5;V;0.4;V;0.7;V;1;V;2.3;V;5.5;V;6.3;V;1.2;V;0.6;V;3;V;0.9;V
28;47;2;30;28047002_30_59;2022;10;3;0.3;V;0.3;V;0.2;V;0.2;V;0.3;V;0.4;V;0.6;V;1.1;V;0.8;V;0.7;V;0.3;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4;V;1.3;V;1.2;V;0.3;V;0.2;V;0.4;V;0.2;V
28;47;2;42;28047002_42_2;2022;10;3;1.5;V;1.6;V;1.6;V;1.5;V;1.5;V;1.5;V;1.5;V;1.6;V;1.5;V;1.5;V;1.4;V;1.4;V;1.4;V;1.3;V;1.3;V;1.3;V;1.4;V;1.4;V;1.6;V;1.4;V;1.3;V;1.4;V;1.4;V;1.3;V
28;47;2;44;28047002_44_2;2022;10;3;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;47;2;431;28047002_431_59;2022;10;3;1.4;V;1.3;V;1.3;V;1;V;1.4;V;1.1;V;1.4;V;2.9;V;2.6;V;3.2;V;1.6;V;0.7;V;0.9;V;0.3;V;0.3;V;0.5;V;0.8;V;2.3;V;4.5;V;5.6;V;1.1;V;0.5;V;1.9;V;0.6;V
28;49;3;7;28049003_7_8;2022;10;3;2;V;1;V;1;V;2;V;7;V;42;V;61;V;67;V;54;V;33;V;23;V;5;V;6;V;5;V;6;V;25;V;38;V;68;V;55;V;52;V;79;V;82;V;73;V;77;V
28;49;3;8;28049003_8_8;2022;10;3;34;V;36;V;32;V;39;V;50;V;65;V;72;V;69;V;66;V;63;V;56;V;21;V;29;V;28;V;45;V;77;V;97;V;124;V;124;V;119;V;120;V;107;V;98;V;92;V
28;49;3;9;28049003_9_49;2022;10;3;5;V;6;V;6;V;6;V;6;V;7;V;11;V;12;V;13;V;14;V;13;V;10;V;10;V;12;V;12;V;12;V;13;V;17;V;20;V;15;V;22;V;24;V;21;V;20;V
28;49;3;10;28049003_10_49;2022;10;3;22;V;20;V;17;V;15;V;14;V;14;V;15;V;21;V;27;V;34;V;38;V;42;V;36;V;32;V;32;V;30;V;32;V;34;V;37;V;38;V;44;V;49;V;52;V;51;V
28;49;3;12;28049003_12_8;2022;10;3;37;V;38;V;34;V;42;V;61;V;129;V;165;V;171;V;148;V;113;V;92;V;29;V;38;V;35;V;55;V;116;V;156;V;229;V;208;V;199;V;241;V;233;V;211;V;210;V
28;49;3;14;28049003_14_6;2022;10;3;32;V;26;V;28;V;21;V;11;V;1;V;3;V;7;V;9;V;24;V;34;V;86;V;81;V;86;V;74;V;45;V;26;V;5;V;3;V;4;V;3;V;2;V;2;V;2;V
28;5;2;1;28005002_1_38;2022;10;3;2;V;4;V;7;V;6;V;3;V;3;V;4;V;5;V;8;V;8;V;7;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;4;V;5;V;4;V;4;V;4;V;3;V
28;5;2;6;28005002_6_48;2022;10;3;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.8;V;0.8;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.8;V;1;V;1.5;V;1.4;V;1.3;V;1.1;V;1;V;0.9;V
28;5;2;7;28005002_7_8;2022;10;3;1;V;1;V;1;V;1;V;5;V;12;V;28;V;26;V;16;V;20;V;12;V;4;V;4;V;3;V;3;V;2;V;5;V;24;V;139;V;153;V;84;V;77;V;69;V;39;V
28;5;2;8;28005002_8_8;2022;10;3;18;V;19;V;24;V;24;V;37;V;54;V;64;V;51;V;39;V;46;V;42;V;20;V;25;V;22;V;26;V;32;V;54;V;87;V;122;V;119;V;97;V;90;V;83;V;73;V
28;5;2;9;28005002_9_49;2022;10;3;5;V;2;V;4;V;6;V;6;V;6;V;5;V;2;V;1;V;2;V;10;V;13;V;13;V;14;V;11;V;7;V;7;V;6;V;9;V;16;V;25;V;25;V;22;V;19;V
28;5;2;10;28005002_10_49;2022;10;3;12;V;2;V;1;V;2;V;4;V;7;V;10;V;10;V;2;V;13;V;22;V;21;V;20;V;20;V;22;V;29;V;35;V;39;V;42;V;50;V;53;V;52;V;52;V;53;V
28;5;2;12;28005002_12_8;2022;10;3;20;V;21;V;26;V;26;V;45;V;72;V;106;V;91;V;63;V;76;V;61;V;26;V;32;V;27;V;30;V;35;V;62;V;125;V;336;V;354;V;225;V;208;V;189;V;133;V
28;5;2;14;28005002_14_6;2022;10;3;50;V;48;V;40;V;43;V;29;V;12;V;8;V;18;V;34;V;36;V;53;V;90;V;87;V;98;V;94;V;83;V;58;V;22;V;9;V;8;V;8;V;7;V;6;V;5;V
28;58;4;7;28058004_7_8;2022;10;3;1;V;1;V;1;V;2;V;4;V;22;V;49;V;59;V;43;V;31;V;24;V;17;V;11;V;11;V;5;V;3;V;2;V;2;V;3;V;2;V;2;V;1;V;2;V;1;V
28;58;4;8;28058004_8_8;2022;10;3;32;V;36;V;34;V;38;V;53;V;74;V;86;V;83;V;72;V;67;V;64;V;50;V;45;V;52;V;35;V;30;V;25;V;40;V;54;V;28;V;25;V;23;V;34;V;42;V
